movement_source_key,product_id,movement_datetime,movement_type,quantity_change,source_type,source_id,reason_code,recorded_by
MOV-POS-20240407-DEMO_OAT_LATTE-MILK_OAT,MILK_OAT,2024-04-07T17:00:00+10:00,USE,-9.250000,POS_SALE,POS-20240407-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240407-DEMO_OAT_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-07T17:00:00+10:00,USE,-0.666000,POS_SALE,POS-20240407-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240407-DEMO_SMOOTHIE-MILK_OAT,MILK_OAT,2024-04-07T17:00:00+10:00,USE,-2.400000,POS_SALE,POS-20240407-DEMO_SMOOTHIE,,SYSTEM
MOV-WASTE-2024-04-07-MILK_FULL,MILK_FULL,2024-04-07T17:30:00+10:00,WASTE,-0.165000,WASTE_LOG,WASTE-2024-04-07-MILK_FULL,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-07-MILK_OAT,MILK_OAT,2024-04-07T17:30:00+10:00,WASTE,-0.084000,WASTE_LOG,WASTE-2024-04-07-MILK_OAT,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-07-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-07T17:30:00+10:00,WASTE,-0.007000,WASTE_LOG,WASTE-2024-04-07-COFFEE_REGULAR,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-07-CROISSANT,CROISSANT,2024-04-07T17:30:00+10:00,WASTE,-2.000000,WASTE_LOG,WASTE-2024-04-07-CROISSANT,SYNTHETIC_NORMAL_WASTE,Manager
MOV-GRI-POI-PO-2024-04-06-2024-04-08-SUP_A-CROISSANT,CROISSANT,2024-04-08T08:00:00+10:00,RECEIVE,33.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-06-2024-04-08-SUP_A-CROISSANT,,Manager
MOV-GRI-POI-PO-2024-04-06-2024-04-08-SUP_B-MILK_FULL,MILK_FULL,2024-04-08T08:00:00+10:00,RECEIVE,19.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-06-2024-04-08-SUP_B-MILK_FULL,,Manager
MOV-GRI-POI-PO-2024-04-06-2024-04-08-SUP_B-MILK_OAT,MILK_OAT,2024-04-08T08:00:00+10:00,RECEIVE,13.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-06-2024-04-08-SUP_B-MILK_OAT,,Manager
MOV-GRI-POI-PO-2024-04-06-2024-04-08-SUP_C-EGGS,EGGS,2024-04-08T08:00:00+10:00,RECEIVE,225.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-06-2024-04-08-SUP_C-EGGS,,Manager
MOV-GRI-POI-PO-2024-04-07-2024-04-08-SUP_A-CROISSANT,CROISSANT,2024-04-08T08:00:00+10:00,RECEIVE,20.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-07-2024-04-08-SUP_A-CROISSANT,,Manager
MOV-GRI-POI-PO-2024-04-07-2024-04-08-SUP_B-MILK_FULL,MILK_FULL,2024-04-08T08:00:00+10:00,RECEIVE,15.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-07-2024-04-08-SUP_B-MILK_FULL,,Manager
MOV-POS-20240408-DEMO_CROISSANT-CROISSANT,CROISSANT,2024-04-08T17:00:00+10:00,USE,-31.000000,POS_SALE,POS-20240408-DEMO_CROISSANT,,SYSTEM
MOV-POS-20240408-DEMO_EGG_BREAKFAST-EGGS,EGGS,2024-04-08T17:00:00+10:00,USE,-10.000000,POS_SALE,POS-20240408-DEMO_EGG_BREAKFAST,,SYSTEM
MOV-POS-20240408-DEMO_EGG_SANDWICH-EGGS,EGGS,2024-04-08T17:00:00+10:00,USE,-15.000000,POS_SALE,POS-20240408-DEMO_EGG_SANDWICH,,SYSTEM
MOV-POS-20240408-DEMO_FLAT_WHITE-MILK_FULL,MILK_FULL,2024-04-08T17:00:00+10:00,USE,-9.480000,POS_SALE,POS-20240408-DEMO_FLAT_WHITE,,SYSTEM
MOV-POS-20240408-DEMO_FLAT_WHITE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-08T17:00:00+10:00,USE,-1.422000,POS_SALE,POS-20240408-DEMO_FLAT_WHITE,,SYSTEM
MOV-POS-20240408-DEMO_HOT_CHOCOLATE-MILK_FULL,MILK_FULL,2024-04-08T17:00:00+10:00,USE,-3.666667,POS_SALE,POS-20240408-DEMO_HOT_CHOCOLATE,,SYSTEM
MOV-POS-20240408-DEMO_ICED_LATTE-MILK_FULL,MILK_FULL,2024-04-08T17:00:00+10:00,USE,-5.500000,POS_SALE,POS-20240408-DEMO_ICED_LATTE,,SYSTEM
MOV-POS-20240408-DEMO_ICED_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-08T17:00:00+10:00,USE,-0.594000,POS_SALE,POS-20240408-DEMO_ICED_LATTE,,SYSTEM
MOV-POS-20240408-DEMO_OAT_LATTE-MILK_OAT,MILK_OAT,2024-04-08T17:00:00+10:00,USE,-10.000000,POS_SALE,POS-20240408-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240408-DEMO_OAT_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-08T17:00:00+10:00,USE,-0.720000,POS_SALE,POS-20240408-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240408-DEMO_SMOOTHIE-MILK_OAT,MILK_OAT,2024-04-08T17:00:00+10:00,USE,-3.000000,POS_SALE,POS-20240408-DEMO_SMOOTHIE,,SYSTEM
MOV-WASTE-2024-04-08-MILK_FULL,MILK_FULL,2024-04-08T17:30:00+10:00,WASTE,-0.118000,WASTE_LOG,WASTE-2024-04-08-MILK_FULL,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-08-MILK_OAT,MILK_OAT,2024-04-08T17:30:00+10:00,WASTE,-0.137000,WASTE_LOG,WASTE-2024-04-08-MILK_OAT,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-08-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-08T17:30:00+10:00,WASTE,-0.018000,WASTE_LOG,WASTE-2024-04-08-COFFEE_REGULAR,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-08-CROISSANT,CROISSANT,2024-04-08T17:30:00+10:00,WASTE,-1.000000,WASTE_LOG,WASTE-2024-04-08-CROISSANT,SYNTHETIC_NORMAL_WASTE,Manager
MOV-GRI-POI-PO-2024-04-08-2024-04-09-SUP_A-CROISSANT,CROISSANT,2024-04-09T08:00:00+10:00,RECEIVE,20.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-08-2024-04-09-SUP_A-CROISSANT,,Manager
MOV-GRI-POI-PO-2024-04-08-2024-04-09-SUP_B-MILK_FULL,MILK_FULL,2024-04-09T08:00:00+10:00,RECEIVE,15.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-08-2024-04-09-SUP_B-MILK_FULL,,Manager
MOV-GRI-POI-PO-2024-04-08-2024-04-09-SUP_B-MILK_OAT,MILK_OAT,2024-04-09T08:00:00+10:00,RECEIVE,13.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-08-2024-04-09-SUP_B-MILK_OAT,,Manager
MOV-GRI-POI-PO-2024-04-08-2024-04-09-SUP_D-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-09T08:00:00+10:00,RECEIVE,8.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-08-2024-04-09-SUP_D-COFFEE_REGULAR,,Manager
MOV-POS-20240409-DEMO_CROISSANT-CROISSANT,CROISSANT,2024-04-09T17:00:00+10:00,USE,-30.000000,POS_SALE,POS-20240409-DEMO_CROISSANT,,SYSTEM
MOV-POS-20240409-DEMO_EGG_BREAKFAST-EGGS,EGGS,2024-04-09T17:00:00+10:00,USE,-10.000000,POS_SALE,POS-20240409-DEMO_EGG_BREAKFAST,,SYSTEM
MOV-POS-20240409-DEMO_EGG_SANDWICH-EGGS,EGGS,2024-04-09T17:00:00+10:00,USE,-14.000000,POS_SALE,POS-20240409-DEMO_EGG_SANDWICH,,SYSTEM
MOV-POS-20240409-DEMO_FLAT_WHITE-MILK_FULL,MILK_FULL,2024-04-09T17:00:00+10:00,USE,-9.240000,POS_SALE,POS-20240409-DEMO_FLAT_WHITE,,SYSTEM
MOV-POS-20240409-DEMO_FLAT_WHITE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-09T17:00:00+10:00,USE,-1.386000,POS_SALE,POS-20240409-DEMO_FLAT_WHITE,,SYSTEM
MOV-POS-20240409-DEMO_HOT_CHOCOLATE-MILK_FULL,MILK_FULL,2024-04-09T17:00:00+10:00,USE,-3.500000,POS_SALE,POS-20240409-DEMO_HOT_CHOCOLATE,,SYSTEM
MOV-POS-20240409-DEMO_ICED_LATTE-MILK_FULL,MILK_FULL,2024-04-09T17:00:00+10:00,USE,-4.666667,POS_SALE,POS-20240409-DEMO_ICED_LATTE,,SYSTEM
MOV-POS-20240409-DEMO_ICED_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-09T17:00:00+10:00,USE,-0.504000,POS_SALE,POS-20240409-DEMO_ICED_LATTE,,SYSTEM
MOV-POS-20240409-DEMO_OAT_LATTE-MILK_OAT,MILK_OAT,2024-04-09T17:00:00+10:00,USE,-9.750000,POS_SALE,POS-20240409-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240409-DEMO_OAT_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-09T17:00:00+10:00,USE,-0.702000,POS_SALE,POS-20240409-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240409-DEMO_SMOOTHIE-MILK_OAT,MILK_OAT,2024-04-09T17:00:00+10:00,USE,-3.000000,POS_SALE,POS-20240409-DEMO_SMOOTHIE,,SYSTEM
MOV-WASTE-2024-04-09-MILK_FULL,MILK_FULL,2024-04-09T17:30:00+10:00,WASTE,-0.240000,WASTE_LOG,WASTE-2024-04-09-MILK_FULL,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-09-MILK_OAT,MILK_OAT,2024-04-09T17:30:00+10:00,WASTE,-0.145000,WASTE_LOG,WASTE-2024-04-09-MILK_OAT,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-09-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-09T17:30:00+10:00,WASTE,-0.013000,WASTE_LOG,WASTE-2024-04-09-COFFEE_REGULAR,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-09-CROISSANT,CROISSANT,2024-04-09T17:30:00+10:00,WASTE,-1.000000,WASTE_LOG,WASTE-2024-04-09-CROISSANT,SYNTHETIC_NORMAL_WASTE,Manager
MOV-GRI-POI-PO-2024-04-09-2024-04-10-SUP_A-CROISSANT,CROISSANT,2024-04-10T08:00:00+10:00,RECEIVE,23.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-09-2024-04-10-SUP_A-CROISSANT,,Manager
MOV-GRI-POI-PO-2024-04-09-2024-04-10-SUP_B-MILK_FULL,MILK_FULL,2024-04-10T08:00:00+10:00,RECEIVE,15.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-09-2024-04-10-SUP_B-MILK_FULL,,Manager
MOV-GRI-POI-PO-2024-04-09-2024-04-10-SUP_B-MILK_OAT,MILK_OAT,2024-04-10T08:00:00+10:00,RECEIVE,13.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-09-2024-04-10-SUP_B-MILK_OAT,,Manager
MOV-POS-20240410-DEMO_CROISSANT-CROISSANT,CROISSANT,2024-04-10T17:00:00+10:00,USE,-29.000000,POS_SALE,POS-20240410-DEMO_CROISSANT,,SYSTEM
MOV-POS-20240410-DEMO_EGG_BREAKFAST-EGGS,EGGS,2024-04-10T17:00:00+10:00,USE,-10.000000,POS_SALE,POS-20240410-DEMO_EGG_BREAKFAST,,SYSTEM
MOV-POS-20240410-DEMO_EGG_SANDWICH-EGGS,EGGS,2024-04-10T17:00:00+10:00,USE,-14.000000,POS_SALE,POS-20240410-DEMO_EGG_SANDWICH,,SYSTEM
MOV-POS-20240410-DEMO_FLAT_WHITE-MILK_FULL,MILK_FULL,2024-04-10T17:00:00+10:00,USE,-9.000000,POS_SALE,POS-20240410-DEMO_FLAT_WHITE,,SYSTEM
MOV-POS-20240410-DEMO_FLAT_WHITE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-10T17:00:00+10:00,USE,-1.350000,POS_SALE,POS-20240410-DEMO_FLAT_WHITE,,SYSTEM
MOV-POS-20240410-DEMO_HOT_CHOCOLATE-MILK_FULL,MILK_FULL,2024-04-10T17:00:00+10:00,USE,-3.333333,POS_SALE,POS-20240410-DEMO_HOT_CHOCOLATE,,SYSTEM
MOV-POS-20240410-DEMO_ICED_LATTE-MILK_FULL,MILK_FULL,2024-04-10T17:00:00+10:00,USE,-4.500000,POS_SALE,POS-20240410-DEMO_ICED_LATTE,,SYSTEM
MOV-POS-20240410-DEMO_ICED_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-10T17:00:00+10:00,USE,-0.486000,POS_SALE,POS-20240410-DEMO_ICED_LATTE,,SYSTEM
MOV-POS-20240410-DEMO_OAT_LATTE-MILK_OAT,MILK_OAT,2024-04-10T17:00:00+10:00,USE,-9.500000,POS_SALE,POS-20240410-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240410-DEMO_OAT_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-10T17:00:00+10:00,USE,-0.684000,POS_SALE,POS-20240410-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240410-DEMO_SMOOTHIE-MILK_OAT,MILK_OAT,2024-04-10T17:00:00+10:00,USE,-2.600000,POS_SALE,POS-20240410-DEMO_SMOOTHIE,,SYSTEM
MOV-WASTE-2024-04-10-MILK_FULL,MILK_FULL,2024-04-10T17:30:00+10:00,WASTE,-0.115000,WASTE_LOG,WASTE-2024-04-10-MILK_FULL,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-10-MILK_OAT,MILK_OAT,2024-04-10T17:30:00+10:00,WASTE,-0.082000,WASTE_LOG,WASTE-2024-04-10-MILK_OAT,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-10-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-10T17:30:00+10:00,WASTE,-0.015000,WASTE_LOG,WASTE-2024-04-10-COFFEE_REGULAR,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-10-CROISSANT,CROISSANT,2024-04-10T17:30:00+10:00,WASTE,-1.000000,WASTE_LOG,WASTE-2024-04-10-CROISSANT,SYNTHETIC_NORMAL_WASTE,Manager
MOV-GRI-POI-PO-2024-04-10-2024-04-11-SUP_A-CROISSANT,CROISSANT,2024-04-11T08:00:00+10:00,RECEIVE,31.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-10-2024-04-11-SUP_A-CROISSANT,,Manager
MOV-GRI-POI-PO-2024-04-10-2024-04-11-SUP_B-MILK_FULL,MILK_FULL,2024-04-11T08:00:00+10:00,RECEIVE,15.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-10-2024-04-11-SUP_B-MILK_FULL,,Manager
MOV-GRI-POI-PO-2024-04-10-2024-04-11-SUP_B-MILK_OAT,MILK_OAT,2024-04-11T08:00:00+10:00,RECEIVE,12.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-10-2024-04-11-SUP_B-MILK_OAT,,Manager
MOV-POS-20240411-DEMO_CROISSANT-CROISSANT,CROISSANT,2024-04-11T17:00:00+10:00,USE,-30.000000,POS_SALE,POS-20240411-DEMO_CROISSANT,,SYSTEM
MOV-POS-20240411-DEMO_EGG_BREAKFAST-EGGS,EGGS,2024-04-11T17:00:00+10:00,USE,-10.000000,POS_SALE,POS-20240411-DEMO_EGG_BREAKFAST,,SYSTEM
MOV-POS-20240411-DEMO_EGG_SANDWICH-EGGS,EGGS,2024-04-11T17:00:00+10:00,USE,-14.000000,POS_SALE,POS-20240411-DEMO_EGG_SANDWICH,,SYSTEM
MOV-POS-20240411-DEMO_FLAT_WHITE-MILK_FULL,MILK_FULL,2024-04-11T17:00:00+10:00,USE,-9.360000,POS_SALE,POS-20240411-DEMO_FLAT_WHITE,,SYSTEM
MOV-POS-20240411-DEMO_FLAT_WHITE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-11T17:00:00+10:00,USE,-1.404000,POS_SALE,POS-20240411-DEMO_FLAT_WHITE,,SYSTEM
MOV-POS-20240411-DEMO_HOT_CHOCOLATE-MILK_FULL,MILK_FULL,2024-04-11T17:00:00+10:00,USE,-3.500000,POS_SALE,POS-20240411-DEMO_HOT_CHOCOLATE,,SYSTEM
MOV-POS-20240411-DEMO_ICED_LATTE-MILK_FULL,MILK_FULL,2024-04-11T17:00:00+10:00,USE,-4.666667,POS_SALE,POS-20240411-DEMO_ICED_LATTE,,SYSTEM
MOV-POS-20240411-DEMO_ICED_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-11T17:00:00+10:00,USE,-0.504000,POS_SALE,POS-20240411-DEMO_ICED_LATTE,,SYSTEM
MOV-POS-20240411-DEMO_OAT_LATTE-MILK_OAT,MILK_OAT,2024-04-11T17:00:00+10:00,USE,-9.750000,POS_SALE,POS-20240411-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240411-DEMO_OAT_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-11T17:00:00+10:00,USE,-0.702000,POS_SALE,POS-20240411-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240411-DEMO_SMOOTHIE-MILK_OAT,MILK_OAT,2024-04-11T17:00:00+10:00,USE,-3.000000,POS_SALE,POS-20240411-DEMO_SMOOTHIE,,SYSTEM
MOV-WASTE-2024-04-11-MILK_FULL,MILK_FULL,2024-04-11T17:30:00+10:00,WASTE,-0.192000,WASTE_LOG,WASTE-2024-04-11-MILK_FULL,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-11-MILK_OAT,MILK_OAT,2024-04-11T17:30:00+10:00,WASTE,-0.145000,WASTE_LOG,WASTE-2024-04-11-MILK_OAT,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-11-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-11T17:30:00+10:00,WASTE,-0.012000,WASTE_LOG,WASTE-2024-04-11-COFFEE_REGULAR,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-11-CROISSANT,CROISSANT,2024-04-11T17:30:00+10:00,WASTE,-2.000000,WASTE_LOG,WASTE-2024-04-11-CROISSANT,SYNTHETIC_NORMAL_WASTE,Manager
MOV-GRI-POI-PO-2024-04-11-2024-04-12-SUP_A-CROISSANT,CROISSANT,2024-04-12T08:00:00+10:00,RECEIVE,26.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-11-2024-04-12-SUP_A-CROISSANT,,Manager
MOV-GRI-POI-PO-2024-04-11-2024-04-12-SUP_B-MILK_FULL,MILK_FULL,2024-04-12T08:00:00+10:00,RECEIVE,15.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-11-2024-04-12-SUP_B-MILK_FULL,,Manager
MOV-GRI-POI-PO-2024-04-11-2024-04-12-SUP_B-MILK_OAT,MILK_OAT,2024-04-12T08:00:00+10:00,RECEIVE,12.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-11-2024-04-12-SUP_B-MILK_OAT,,Manager
MOV-GRI-POI-PO-2024-04-11-2024-04-12-SUP_D-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-12T08:00:00+10:00,RECEIVE,8.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-11-2024-04-12-SUP_D-COFFEE_REGULAR,,Manager
MOV-POS-20240412-DEMO_CROISSANT-CROISSANT,CROISSANT,2024-04-12T17:00:00+10:00,USE,-24.000000,POS_SALE,POS-20240412-DEMO_CROISSANT,,SYSTEM
MOV-POS-20240412-DEMO_EGG_BREAKFAST-EGGS,EGGS,2024-04-12T17:00:00+10:00,USE,-6.000000,POS_SALE,POS-20240412-DEMO_EGG_BREAKFAST,,SYSTEM
MOV-POS-20240412-DEMO_EGG_SANDWICH-EGGS,EGGS,2024-04-12T17:00:00+10:00,USE,-11.000000,POS_SALE,POS-20240412-DEMO_EGG_SANDWICH,,SYSTEM
MOV-POS-20240412-DEMO_FLAT_WHITE-MILK_FULL,MILK_FULL,2024-04-12T17:00:00+10:00,USE,-8.400000,POS_SALE,POS-20240412-DEMO_FLAT_WHITE,,SYSTEM
MOV-POS-20240412-DEMO_FLAT_WHITE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-12T17:00:00+10:00,USE,-1.260000,POS_SALE,POS-20240412-DEMO_FLAT_WHITE,,SYSTEM
MOV-POS-20240412-DEMO_HOT_CHOCOLATE-MILK_FULL,MILK_FULL,2024-04-12T17:00:00+10:00,USE,-3.166667,POS_SALE,POS-20240412-DEMO_HOT_CHOCOLATE,,SYSTEM
MOV-POS-20240412-DEMO_ICED_LATTE-MILK_FULL,MILK_FULL,2024-04-12T17:00:00+10:00,USE,-3.666667,POS_SALE,POS-20240412-DEMO_ICED_LATTE,,SYSTEM
MOV-POS-20240412-DEMO_ICED_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-12T17:00:00+10:00,USE,-0.396000,POS_SALE,POS-20240412-DEMO_ICED_LATTE,,SYSTEM
MOV-POS-20240412-DEMO_OAT_LATTE-MILK_OAT,MILK_OAT,2024-04-12T17:00:00+10:00,USE,-8.750000,POS_SALE,POS-20240412-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240412-DEMO_OAT_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-12T17:00:00+10:00,USE,-0.630000,POS_SALE,POS-20240412-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240412-DEMO_SMOOTHIE-MILK_OAT,MILK_OAT,2024-04-12T17:00:00+10:00,USE,-2.200000,POS_SALE,POS-20240412-DEMO_SMOOTHIE,,SYSTEM
MOV-WASTE-2024-04-12-MILK_FULL,MILK_FULL,2024-04-12T17:30:00+10:00,WASTE,-0.144000,WASTE_LOG,WASTE-2024-04-12-MILK_FULL,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-12-MILK_OAT,MILK_OAT,2024-04-12T17:30:00+10:00,WASTE,-0.135000,WASTE_LOG,WASTE-2024-04-12-MILK_OAT,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-12-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-12T17:30:00+10:00,WASTE,-0.009000,WASTE_LOG,WASTE-2024-04-12-COFFEE_REGULAR,SYNTHETIC_NORMAL_WASTE,Manager
MOV-GRI-POI-PO-2024-04-12-2024-04-13-SUP_A-CROISSANT,CROISSANT,2024-04-13T08:00:00+10:00,RECEIVE,94.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-12-2024-04-13-SUP_A-CROISSANT,,Manager
MOV-GRI-POI-PO-2024-04-12-2024-04-13-SUP_B-MILK_FULL,MILK_FULL,2024-04-13T08:00:00+10:00,RECEIVE,29.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-12-2024-04-13-SUP_B-MILK_FULL,,Manager
MOV-GRI-POI-PO-2024-04-12-2024-04-13-SUP_B-MILK_OAT,MILK_OAT,2024-04-13T08:00:00+10:00,RECEIVE,25.000000,GOODS_RECEIPT,GRI-POI-PO-2024-04-12-2024-04-13-SUP_B-MILK_OAT,,Manager
MOV-POS-20240413-DEMO_CROISSANT-CROISSANT,CROISSANT,2024-04-13T17:00:00+10:00,USE,-42.000000,POS_SALE,POS-20240413-DEMO_CROISSANT,,SYSTEM
MOV-POS-20240413-DEMO_EGG_BREAKFAST-EGGS,EGGS,2024-04-13T17:00:00+10:00,USE,-22.000000,POS_SALE,POS-20240413-DEMO_EGG_BREAKFAST,,SYSTEM
MOV-POS-20240413-DEMO_EGG_SANDWICH-EGGS,EGGS,2024-04-13T17:00:00+10:00,USE,-13.000000,POS_SALE,POS-20240413-DEMO_EGG_SANDWICH,,SYSTEM
MOV-POS-20240413-DEMO_FLAT_WHITE-MILK_FULL,MILK_FULL,2024-04-13T17:00:00+10:00,USE,-8.040000,POS_SALE,POS-20240413-DEMO_FLAT_WHITE,,SYSTEM
MOV-POS-20240413-DEMO_FLAT_WHITE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-13T17:00:00+10:00,USE,-1.206000,POS_SALE,POS-20240413-DEMO_FLAT_WHITE,,SYSTEM
MOV-POS-20240413-DEMO_HOT_CHOCOLATE-MILK_FULL,MILK_FULL,2024-04-13T17:00:00+10:00,USE,-3.833333,POS_SALE,POS-20240413-DEMO_HOT_CHOCOLATE,,SYSTEM
MOV-POS-20240413-DEMO_ICED_LATTE-MILK_FULL,MILK_FULL,2024-04-13T17:00:00+10:00,USE,-4.166667,POS_SALE,POS-20240413-DEMO_ICED_LATTE,,SYSTEM
MOV-POS-20240413-DEMO_ICED_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-13T17:00:00+10:00,USE,-0.450000,POS_SALE,POS-20240413-DEMO_ICED_LATTE,,SYSTEM
MOV-POS-20240413-DEMO_OAT_LATTE-MILK_OAT,MILK_OAT,2024-04-13T17:00:00+10:00,USE,-8.500000,POS_SALE,POS-20240413-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240413-DEMO_OAT_LATTE-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-13T17:00:00+10:00,USE,-0.612000,POS_SALE,POS-20240413-DEMO_OAT_LATTE,,SYSTEM
MOV-POS-20240413-DEMO_SMOOTHIE-MILK_OAT,MILK_OAT,2024-04-13T17:00:00+10:00,USE,-2.800000,POS_SALE,POS-20240413-DEMO_SMOOTHIE,,SYSTEM
MOV-WASTE-2024-04-13-MILK_FULL,MILK_FULL,2024-04-13T17:30:00+10:00,WASTE,-0.111000,WASTE_LOG,WASTE-2024-04-13-MILK_FULL,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-13-MILK_OAT,MILK_OAT,2024-04-13T17:30:00+10:00,WASTE,-0.069000,WASTE_LOG,WASTE-2024-04-13-MILK_OAT,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-13-COFFEE_REGULAR,COFFEE_REGULAR,2024-04-13T17:30:00+10:00,WASTE,-0.016000,WASTE_LOG,WASTE-2024-04-13-COFFEE_REGULAR,SYNTHETIC_NORMAL_WASTE,Manager
MOV-WASTE-2024-04-13-CROISSANT,CROISSANT,2024-04-13T17:30:00+10:00,WASTE,-1.000000,WASTE_LOG,WASTE-2024-04-13-CROISSANT,SYNTHETIC_NORMAL_WASTE,Manager
MOV-POS-20240414-DEMO_CROISSANT-CROISSANT,CROISSANT,2024-04-14T17:00:00+10:00,USE,-52.000000,POS_SALE,POS-20240414-DEMO_CROISSANT,,SYSTEM
MOV-POS-20240414-DEMO_EGG_BREAKFAST-EGGS,EGGS,2024-04-14T17:00:00+10:00,USE,-28.000000,POS_SALE,POS-20240414-DEMO_EGG_BREAKFAST,,SYSTEM
MOV-POS-20240414-DEMO_EGG_SANDWICH-EGGS,EGGS,2024-04-14T17:00:00+10:00,USE,-16.000000,POS_SALE,POS-20240414-DEMO_EGG_SANDWICH,,SYSTEM
MOV-POS-20240414-DEMO_FLAT_WHITE-MILK_FULL,MILK_FULL,2024-04-14T17:00:00+10:00,USE,-9.960000,POS_SALE,POS-20240414-DEMO_FLAT_WHITE,,SYSTEM
