stocktake_item_source_key,stocktake_source_key,product_id,inventory_unit,physical_quantity,system_quantity,variance,review_status
STI-2024-04-26-MILK_ALMOND,ST-2024-04-26,MILK_ALMOND,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-26-MILK_OAT,ST-2024-04-26,MILK_OAT,carton,2.851000,2.851000,0.000000,MATCH
STI-2024-04-26-MILK_SOY,ST-2024-04-26,MILK_SOY,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-26-MILK_LACTOSE_FREE,ST-2024-04-26,MILK_LACTOSE_FREE,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-26-COFFEE_REGULAR,ST-2024-04-26,COFFEE_REGULAR,bag,3.408000,3.408000,0.000000,MATCH
STI-2024-04-26-CROISSANT,ST-2024-04-26,CROISSANT,each,4.000000,4.000000,0.000000,MATCH
STI-2024-04-26-EGGS,ST-2024-04-26,EGGS,each,193.000000,193.000000,0.000000,MATCH
STI-2024-04-27-MILK_FULL,ST-2024-04-27,MILK_FULL,bottle,22.312668,22.312668,0.000000,MATCH
STI-2024-04-27-MILK_SKIM,ST-2024-04-27,MILK_SKIM,bottle,6.000000,6.000000,0.000000,MATCH
STI-2024-04-27-MILK_ALMOND,ST-2024-04-27,MILK_ALMOND,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-27-MILK_OAT,ST-2024-04-27,MILK_OAT,carton,14.592000,14.592000,0.000000,MATCH
STI-2024-04-27-MILK_SOY,ST-2024-04-27,MILK_SOY,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-27-MILK_LACTOSE_FREE,ST-2024-04-27,MILK_LACTOSE_FREE,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-27-COFFEE_REGULAR,ST-2024-04-27,COFFEE_REGULAR,bag,8.515000,8.515000,0.000000,MATCH
STI-2024-04-27-CROISSANT,ST-2024-04-27,CROISSANT,each,46.000000,46.000000,0.000000,MATCH
STI-2024-04-27-EGGS,ST-2024-04-27,EGGS,each,148.000000,148.000000,0.000000,MATCH
STI-2024-04-28-MILK_FULL,ST-2024-04-28,MILK_FULL,bottle,4.818668,4.818668,0.000000,MATCH
STI-2024-04-28-MILK_SKIM,ST-2024-04-28,MILK_SKIM,bottle,6.000000,6.000000,0.000000,MATCH
STI-2024-04-28-MILK_ALMOND,ST-2024-04-28,MILK_ALMOND,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-28-MILK_OAT,ST-2024-04-28,MILK_OAT,carton,2.917000,2.917000,0.000000,MATCH
STI-2024-04-28-MILK_SOY,ST-2024-04-28,MILK_SOY,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-28-MILK_LACTOSE_FREE,ST-2024-04-28,MILK_LACTOSE_FREE,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-28-COFFEE_REGULAR,ST-2024-04-28,COFFEE_REGULAR,bag,6.095000,6.095000,0.000000,MATCH
STI-2024-04-28-CROISSANT,ST-2024-04-28,CROISSANT,each,1.000000,1.000000,0.000000,MATCH
STI-2024-04-28-EGGS,ST-2024-04-28,EGGS,each,110.000000,110.000000,0.000000,MATCH
STI-2024-04-29-MILK_FULL,ST-2024-04-29,MILK_FULL,bottle,5.468334,5.468334,0.000000,MATCH
STI-2024-04-29-MILK_SKIM,ST-2024-04-29,MILK_SKIM,bottle,6.000000,6.000000,0.000000,MATCH
STI-2024-04-29-MILK_ALMOND,ST-2024-04-29,MILK_ALMOND,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-29-MILK_OAT,ST-2024-04-29,MILK_OAT,carton,3.709000,3.709000,0.000000,MATCH
STI-2024-04-29-MILK_SOY,ST-2024-04-29,MILK_SOY,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-29-MILK_LACTOSE_FREE,ST-2024-04-29,MILK_LACTOSE_FREE,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-29-COFFEE_REGULAR,ST-2024-04-29,COFFEE_REGULAR,bag,3.794000,3.794000,0.000000,MATCH
STI-2024-04-29-CROISSANT,ST-2024-04-29,CROISSANT,each,22.000000,22.000000,0.000000,MATCH
STI-2024-04-29-EGGS,ST-2024-04-29,EGGS,each,94.000000,94.000000,0.000000,MATCH
STI-2024-04-30-MILK_FULL,ST-2024-04-30,MILK_FULL,bottle,4.893334,4.893334,0.000000,MATCH
STI-2024-04-30-MILK_SKIM,ST-2024-04-30,MILK_SKIM,bottle,6.000000,6.000000,0.000000,MATCH
STI-2024-04-30-MILK_ALMOND,ST-2024-04-30,MILK_ALMOND,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-30-MILK_OAT,ST-2024-04-30,MILK_OAT,carton,2.935000,2.935000,0.000000,MATCH
STI-2024-04-30-MILK_SOY,ST-2024-04-30,MILK_SOY,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-30-MILK_LACTOSE_FREE,ST-2024-04-30,MILK_LACTOSE_FREE,carton,8.000000,8.000000,0.000000,MATCH
STI-2024-04-30-COFFEE_REGULAR,ST-2024-04-30,COFFEE_REGULAR,bag,1.029000,1.029000,0.000000,MATCH
STI-2024-04-30-CROISSANT,ST-2024-04-30,CROISSANT,each,9.000000,9.000000,0.000000,MATCH
STI-2024-04-30-EGGS,ST-2024-04-30,EGGS,each,69.000000,69.000000,0.000000,MATCH
